1,981,2008-09-27 01:01:00,Watching by myself  #tweetdebate Not drinking :( waiting to start cringing at McCains blunders
2,286,2008-09-27 01:02:00,"@ahg3 @MichDot Yeah, slime was actually my second choice, can't say what the first one was. Okay, we're rolling..."
3,567,2008-09-27 01:03:00,Preparing to have a heart attack #tweetdebate
4,360,2008-09-27 01:03:00,"no debate moderators under 50, sorry  #tweetdebate"
5,782,2008-09-27 01:03:00,@current Now staring at black screen on http://www.current.com/debate  grrrrrrrrrrrrrrr  #current
6,42,2008-09-27 01:03:00,Introducing McCain and Obama. Wait...McCain SHOWED UP! Wow...guess the crisis in Washington is over? #tweetdebate
7,62,2008-09-27 01:04:00,#tweetdebate nice how Obama held McCains hand and used his free hand to wave to the audience while keeping McCain from doing so
8,629,2008-09-27 01:05:00,Obama -2 it an occupation not war #tweetdebate
9,296,2008-09-27 01:05:00,"@TDefren  I'm very nervous, yes #tweetdebate"
10,576,2008-09-27 01:05:00,#tweetdebate no golden parachutes no padding CEOs - Obama
11,942,2008-09-27 01:06:00,Q for Obama. Does the avg American know what a golden parachute is?  #tweetdebate
12,946,2008-09-27 01:06:00,McCain just gave a cheap plug to Ed Kennedy -1 #tweetdebate #current
13,814,2008-09-27 01:06:00,@current current channel reception is continually sucking. Gotta love comcast
14,321,2008-09-27 01:06:00,McCain -3 for Kenndey comment #tweetdebate
15,29,2008-09-27 01:06:00,McCain -2 for not knowing Kennedy is home and watching the debate  #tweetdebate
16,659,2008-09-27 01:07:00,#tweetdebate McCain starts awkwardly
17,987,2008-09-27 01:07:00,-1 McCain for stalling with faux sympathy #tweetdebate
18,458,2008-09-27 01:07:00,@andrewa121 I only get OTA HD with my EyeTV 500.
19,399,2008-09-27 01:07:00,McCain is talking about bipartisan negotiation? Uh...no... -1 pt. #tweetdebate #current
20,448,2008-09-27 01:07:00,@current McCain looks so tired!! wayyyy past his bedtime #current
21,980,2008-09-27 01:08:00,"dear john, they were sitting down till you came and stirred up a hornets' nest. pulease -4 #tweetdebate"
22,676,2008-09-27 01:08:00,@andrewa121 He looks and sounds pretty tired.
23,137,2008-09-27 01:08:00,@current Or its the beginning of the end of the beginning of the end.. Sheesh.
24,603,2008-09-27 01:08:00,McCain -2 for a totally muddled answer on what the republicans are doing #tweetdebate
25,816,2008-09-27 01:08:00,McCain: this is the end of the beginning. huh? #tweetdebate
26,445,2008-09-27 01:08:00,McCain -2 gving credit to house republicans #tweetdebate
27,698,2008-09-27 01:09:00,-1 McCain all over the place in his answer #tweetdebate
28,603,2008-09-27 01:09:00,"Nice, McLame divides...Republicans uniquely came to fix it. Um, ok. #tweetdebate"
29,276,2008-09-27 01:09:00,"if ur oldest candidate in history, why start with ""i'm not feeling great"" .. makes u thing ""you're not looking great either #tweetdebate"
30,269,2008-09-27 01:09:00,"Obama: 1 , McCain 0 : McCain didn't answer the question #tweetdebate"
31,583,2008-09-27 01:09:00,Obama -1 for answering a different question #tweetdebate
32,1004,2008-09-27 01:09:00,McCain -1 for bringing in Kennedy for emotional effect #tweetdebate
33,185,2008-09-27 01:09:00,#tweetdebate greed is how we got into this situation in the first place
34,371,2008-09-27 01:10:00,"McCain -2 ""Are you gonna vote for the plan?"" - ""I hope so"" whatte fuck?! #tweetdebate"
35,615,2008-09-27 01:10:00,McCain -1 for failing to meaningfully answer the question on economy #tweetdebate
36,171,2008-09-27 01:11:00,McCain -1 improper analogy #tweetdebate
37,635,2008-09-27 01:11:00,Obama -1 for not understanding economic regulation in America. #tweetdebate
38,476,2008-09-27 01:12:00,"#tweetdebate -1 McCain ""we saw these problems coming"" I thought the economy was fundamentally sound"
39,290,2008-09-27 01:13:00,Already tired of the Wall Street v Main Street analogies. #tweetdebate
40,586,2008-09-27 01:13:00,how annoying are these animations on #Current TV.. reverting to old fashion MSNBC.. #tweetdebate
41,295,2008-09-27 01:13:00,"@current #current How can you say ""I hope so"" when you are asked the question of voting for something? You should know what yer view is!"
42,352,2008-09-27 01:13:00,"""John, ten days ago you said the fundamentals of the economy were strong"" Hilarious #tweetdebate #current"
43,909,2008-09-27 01:13:00,McCain -1 for wearing a tie that makes my eyes sore. #tweetdebate
44,692,2008-09-27 01:14:00,McCain -1 for a total non-answer #tweetdebate
45,921,2008-09-27 01:14:00,"-1 McCain Contrary statements regarding the state of the economy 
#tweetdebate"
46,185,2008-09-27 01:14:00,Funny if they looked at each other I think the talking points would disappear and they might even be constructive #tweetdebate
47,770,2008-09-27 01:14:00,"Really tired of hearing the word ""mainstreet"" in the debate #tweetdebate"
48,930,2008-09-27 01:14:00,"Fundamentally, if McCain fundamentally uses ""fundamental"" one more time, I'm gonna go nuts. #tweetdebate"
49,779,2008-09-27 01:14:00,McCain -2 import/export claim? #tweetdebate
50,594,2008-09-27 01:14:00,McCain -2 Wrong Germany is the biggest exporter. Get your facts together! #tweetdebate
51,437,2008-09-27 01:14:00,"#tweetdebate and when, just when are the questions going to be answered instead of campaigning talk?"
52,646,2008-09-27 01:15:00,"#tweetdebate -1 Mccain for not answering the question and saying ""the wall street""   between the eyeblinking +hesitation he looks weird"
53,122,2008-09-27 01:15:00,McCain is not answering the questions  #tweetdebate
54,136,2008-09-27 01:15:00,McCain likes the bears in Montana joke too much #tweetdebate #current
55,928,2008-09-27 01:15:00,-1 McCain should not joke about bear DNA #tweetdebate
56,552,2008-09-27 01:15:00,-1 mccain I love bears in montana #tweetdebate
57,983,2008-09-27 01:15:00,mccain -1 answer the question!  #tweetdebate
58,610,2008-09-27 01:15:00,-1 McCain flag waving pandering about American workers #tweetdebate
59,528,2008-09-27 01:15:00,-2 McCain for stringing too many colloquialisms together and post-Reaganomics sensationalism #tweetdebate
60,91,2008-09-27 01:15:00,#tweetdebate question: what did McCain learn from his good friend Charles Keating during the S&L bailout?
61,44,2008-09-27 01:16:00,McCain -3 for personal attack #tweetdebate
62,703,2008-09-27 01:16:00,mccain -1 for bringing up stupid bear study AGAIN #tweetdebate
63,362,2008-09-27 01:16:00,#tweetdebate generic debate so far. They won't even look at each other.
64,162,2008-09-27 01:18:00,"so far, the debate reminds me of a school yard scolding #tweetdebate"
65,538,2008-09-27 01:18:00,computer for their kid? maybe the parents don't have one. #tweetdebate
66,1003,2008-09-27 01:18:00,@pamelawella is that what makes him look like that? have always wondered..:) #tweetdebate
67,297,2008-09-27 01:19:00,Earmark spending has tripled over the last 5 years. Hasn't it been a Republican Administration for the last 7? #obamashot #tweetdebate
68,688,2008-09-27 01:19:00,"it's like you can see Obama trying to remember all the ""talking points"" and get his slogans out there #tweetdebate"
69,419,2008-09-27 01:19:00,McCain: I don't mean to go back and forth??? I thought this was a debate. #tweetdebate
70,964,2008-09-27 01:19:00,"-1 McCain #tweetdebate ""I didn't win Miss Congeniality"" but his VP did!"
71,1028,2008-09-27 01:19:00,McCain -3 personal attack & -2 does he have evidence for this accusations to Obama #tweetdebate
72,688,2008-09-27 01:19:00,"Facebook Blunt Jackson McCain -3 for ongoing personal attacks, irrelevant #tweetdebate. http://tinyurl.com/4fe6hh"
73,575,2008-09-27 01:19:00,Obama on the defensive.  #tweetdebate
74,217,2008-09-27 01:19:00,#current #tweetdebate #mccainshot Stop interrupting Obama McCain was just about to say my friends
75,210,2008-09-27 01:19:00,Mccain: the sherrif?  uh? #tweetdebate #current
76,280,2008-09-27 01:19:00,Jim Lehrer is having trouble getting them actually debating... fire up guys! #tweetdebate #debate08
77,654,2008-09-27 01:19:00,McCain -1 for failing to address the keystone tax cut issue #tweetdebate
78,953,2008-09-27 01:20:00,McCain's laugh sounds like Bush's!!  SCARYY!!  #tweetdebate
79,845,2008-09-27 01:20:00,#tweetdebate they won't even make eye contact. no one is responding directly
80,893,2008-09-27 01:20:00,"McCain seems to start every sentence with ""the point is that...."" #tweetdebate #current"
81,670,2008-09-27 01:20:00,"rt: they are calling Palin ""Bible Spice"" now. LOL #tweetdebate"
82,1029,2008-09-27 01:20:00,"#tweetdebate Weird that McPain brings up all the Repub bilksters in jail. He wants to separate himself, but doesn't seem like good strategy!"
83,892,2008-09-27 01:21:00,McCain cant even look at him..he must have gas! #tweetdebate
84,110,2008-09-27 01:21:00,@MaryTrigiani Hilarious line ... would have been better if Palin didn't ... #tweetdebate
85,907,2008-09-27 01:21:00,"I really would like to see Obama & McCain actually engage each other,rather than just talking to the camera #current #tweetdebate"
86,831,2008-09-27 01:21:00,#tweetdebate -1 Obama for not answering earmark claim by McCain
87,364,2008-09-27 01:21:00,#tweetdebate McPain: we're exporting jobs 'cause of hi biz taxes. NOT because of cheap labor? Oh geez...
88,865,2008-09-27 01:22:00,McCain really believes earmarks got us into this mess and tax cuts will get us out of it? #tweetdebate
89,971,2008-09-27 01:22:00,McCain - have you tried buying health insurance for $5000 a year? #tweetdebate
90,69,2008-09-27 01:22:00,"#tweetdebate looks like McCain can't make eye contact with Obama and respond directly to him. dang! there goes ""my friends"" again."
91,258,2008-09-27 01:22:00,@current #current How can you give all those tax breaks and expect the economy to not go futher into the hole?
92,1008,2008-09-27 01:22:00,McCain wants us to read his lips #tweetdebate
93,554,2008-09-27 01:22:00,@davidweiner You're playing that game?  I'm drinking everytime I hear #economy.
94,101,2008-09-27 01:22:00,"McCain -1 avoiding the question? wait, waht was the question exactly.. #tweetdebate"
95,211,2008-09-27 01:22:00,McCain -1 for failing (again) to heed the moderator's instructions #tweetdebate
96,893,2008-09-27 01:23:00,"Because I don't have an HDTV, McCain's moire-effect tie is giving me a skull-crushing headache #tweetdebate"
97,443,2008-09-27 01:23:00,"@current  Ah yes, the pot and the kettle are debating who is to blame for the proverbial heat in the kitchen.  #current"
98,150,2008-09-27 01:23:00,Mccain -1 for looking down and grinning #tweetdebate
99,315,2008-09-27 01:23:00,-1 mccain for floating idea of $5k tax cuts #tweetdebate
100,418,2008-09-27 01:24:00,"#tweetdebate PLEEZE people, can we elect someone this time around who is SMART and ARTICULATE? F*ck having a beer with him/her..."
101,483,2008-09-27 01:24:00,#tweetdebate -3 McCain untasty comment about Obama not knowing about household income and wealth
102,878,2008-09-27 01:24:00,-1 McCain for breaking the debate rules. #tweetdebate
103,550,2008-09-27 01:24:00,Christmas trees are economic issues McCain?  #current #tweetdebate
104,373,2008-09-27 01:24:00,"Mccain -3 personal attack and don't like the quote again ""walk the walk..talk the talk stuff"" nope doesn't work for me #Tweetdebate"
105,85,2008-09-27 01:24:00,#tweetdebate McCain can only play one tune.
106,388,2008-09-27 01:24:00,Health care costs and social spending sounds like chump change compared with Corporate Welfare. #current #tweetdebate #debate08
107,977,2008-09-27 01:25:00,-3 McCain for taling in circles. I don't understand what he is saying. #tweetdebate
108,143,2008-09-27 01:25:00,"How long until McCain notes the amount of times Obama voted ""Present"" rather than Yea or Nay? #tweetdebate"
109,624,2008-09-27 01:25:00,-1 Obama for breaking the debate rules and walking over the moderator. #tweetdebate
110,81,2008-09-27 01:25:00,McCain -1 for hogging the mic. #tweetdebate
111,726,2008-09-27 01:25:00,"#tweetdebate Obama right to focus on issues in deregulation, and McCain ignoring these issues"
112,768,2008-09-27 01:26:00,McCain -1 weird smirking/laughing #tweetdebate
113,622,2008-09-27 01:26:00,@current #current Obama is stuttering too much. Sounds like Porky Big
114,279,2008-09-27 01:26:00,Financial rescue?  More like financial bailout!  #tweetdebate
115,404,2008-09-27 01:27:00,-3 McCain still attacking Obama (and spends more time looking at the podium) and -5 for that smile #tweetdebate
116,242,2008-09-27 01:27:00,I only just remembered that this was a foreign policy debate. #tweetdebate #current #debate08
117,960,2008-09-27 01:27:00,-1 Obama for too many disclaimers re: potential economic recovery plan #tweetdebate
118,60,2008-09-27 01:28:00,"@current Healthcare is a financial killer in our capitalist society, oh the irony.  #current"
119,677,2008-09-27 01:28:00,"@MaryTrigiani Yes, when she lost Miss Alaska."
120,905,2008-09-27 01:28:00,-1 to Obama for leaving out conservation in the list of things that will free us from foreign oil #tweetdebate
121,366,2008-09-27 01:28:00,What is obama talking about with electricity? #current #tweetdebate
122,610,2008-09-27 01:28:00,"ok, obama, people are glazing.  #tweetdebate"
123,713,2008-09-27 01:28:00,"Obama -1 what are you ""giving up"" in terms of spending exactly #tweetdebate"
124,448,2008-09-27 01:29:00,China also let infants drink tainted milk do we REALLY want to be like them?? #debate08 #maccainshot #obamashot #tweetdebate #current
125,811,2008-09-27 01:29:00,slipped that in  #tweetdebate
126,602,2008-09-27 01:29:00,McCain -3 another personal attack  #tweetdebate
127,557,2008-09-27 01:29:00,"#tweetdebate ""I oppose"" drinking game -- bottoms up!"
